date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2017/5/20 6:15,6631,1942,3305,604,2741,1249,16602
2017/5/20 6:30,6028,2813,3482,1599,3107,1340,16039
2017/5/20 6:45,5425,2478,1883,1137,2985,1310,16532
2017/5/20 7:00,2880,2411,-355,604,2955,1340,16321
2017/5/20 7:15,2746,2746,0,1031,3046,1340,16180
2017/5/20 7:30,5425,3014,1990,959,3046,1371,16109
2017/5/20 7:45,-603,2746,-3767,355,3137,1432,16883
2017/5/20 8:00,-1608,2143,-5010,604,3107,1492,17235
2017/5/20 8:15,-2143,2143,-6219,746,2985,1462,17727
2017/5/20 8:30,-3684,2679,-7178,782,3015,1218,18923
2017/5/20 8:45,-6162,2277,-9168,533,2833,1218,19275
2017/5/20 9:00,-5291,2612,-9417,817,3350,1523,20119
2017/5/20 9:15,-1741,2478,-4691,995,3137,1523,19697
2017/5/20 9:30,-1608,2344,-4655,604,3442,1553,20119
2017/5/20 9:45,-9109,3215,-12686,533,3290,1492,20682
2017/5/20 10:00,-8573,3349,-12082,1528,3442,1614,20541
2017/5/20 10:15,-1072,2813,-3056,888,3594,1371,20260
2017/5/20 10:30,3215,2411,-320,1031,3716,1279,20401
2017/5/20 10:45,4019,2947,675,1137,3807,1279,20541
2017/5/20 11:00,3617,1875,320,782,3168,1279,21385
2017/5/20 11:15,3349,2612,1031,1031,3137,1157,21315
2017/5/20 11:30,3684,2344,1031,853,2711,1218,21385
2017/5/20 11:45,2076,1674,-604,142,2802,1279,21526
2017/5/20 12:00,-335,1808,-3553,426,2650,1371,21456
2017/5/20 12:15,-5224,2344,-8173,178,2741,1462,21526
2017/5/20 12:30,-8372,1875,-11158,284,2559,1310,22019
2017/5/20 12:45,-3148,1942,-5686,249,2559,1310,21878
2017/5/20 13:00,-9511,1808,-12544,569,2741,1340,22159
2017/5/20 13:15,-12056,3148,-15245,746,2467,1310,21808
2017/5/20 13:30,-11387,2210,-13788,888,2467,1249,22441
2017/5/20 13:45,-11119,3349,-13503,1706,2498,1310,22652
2017/5/20 14:00,-10181,2277,-13219,604,2437,1188,22863
2017/5/20 14:15,-8506,2143,-11549,746,2467,1188,23144
2017/5/20 14:30,-8038,2545,-11229,1137,2467,1188,23285
2017/5/20 14:45,-7368,2746,-10625,1102,2498,1279,23988
2017/5/20 15:00,-6229,1741,-9523,355,2650,1371,24270
2017/5/20 15:15,-6832,1741,-9594,249,2589,1340,24129
2017/5/20 15:30,-3282,1608,-6894,107,2863,1310,25044
2017/5/20 15:45,1674,1808,-1031,142,2955,1371,24270
2017/5/20 16:00,1206,1608,-995,0,2985,1462,24129
2017/5/20 16:15,2478,1608,-462,71,3015,1462,23848
2017/5/20 16:30,3751,2210,782,675,2772,1371,23215
2017/5/20 16:45,4153,2210,1421,711,2650,1340,21948
2017/5/20 17:00,4354,2143,1208,711,2833,1401,21597
2017/5/20 17:15,3349,1942,355,533,2863,1157,21878
2017/5/20 17:30,4287,1808,1386,497,2833,1036,22089
2017/5/20 17:45,4823,1808,1990,497,2802,1036,22089
2017/5/20 18:00,5559,1808,2487,569,2985,1127,22019
2017/5/20 18:15,5626,2076,2914,711,2528,1097,21737
2017/5/20 18:30,6028,2009,3305,604,2833,1188,21456
2017/5/20 18:45,6028,1808,3198,497,2559,1066,21667
2017/5/20 19:00,6363,2076,3660,640,2680,1310,21737
2017/5/20 19:15,6631,2076,3838,604,2955,1279,21245
2017/5/20 19:30,6966,2143,4051,604,2894,1157,21034
2017/5/20 19:45,7033,2076,4158,604,2924,1218,20612
2017/5/20 20:00,7167,2009,4051,533,2924,1127,20471
2017/5/20 20:15,6765,1808,3980,533,2741,1097,20612
2017/5/20 20:30,6363,1674,3838,426,2467,944,20963
2017/5/20 20:45,6296,1674,3838,497,2498,975,20752
2017/5/20 21:00,6028,1541,3660,391,2345,883,20541
2017/5/20 21:15,5894,1541,3518,355,2376,944,20541
2017/5/20 21:30,5760,1541,3376,355,2315,975,20471
2017/5/20 21:45,5425,1541,3234,391,2132,914,20823
2017/5/20 22:00,5425,1541,3092,355,2254,914,20190
2017/5/20 22:15,5425,1541,2985,284,2224,944,20260
2017/5/20 22:30,5023,1407,2914,284,2163,975,20471
2017/5/20 22:45,4957,1407,2772,320,2193,914,20260
2017/5/20 23:00,4756,1340,2665,320,2071,853,20119
2017/5/20 23:15,7502,1942,2630,249,4660,1310,20049
2017/5/20 23:30,7033,2009,2487,249,4599,1401,20049
2017/5/20 23:45,6966,1875,2487,249,4417,1371,19979
2017/5/21 0:00,6765,1875,2381,213,4386,1432,19627
2017/5/21 0:15,6698,1808,2239,142,4386,1401,19416
2017/5/21 0:30,6631,1942,2203,213,4386,1492,18501
2017/5/21 0:45,6564,1942,2132,142,4386,1432,19134
2017/5/21 1:00,6430,1875,2097,142,4295,1432,19345
2017/5/21 1:15,6296,1808,2025,142,4234,1401,19275
2017/5/21 1:30,6296,1875,2061,213,4203,1432,19275
2017/5/21 1:45,6296,1875,1990,142,4264,1492,19627
2017/5/21 2:00,6430,1942,1990,142,4417,1492,19416
2017/5/21 2:15,6296,2009,1990,178,4295,1462,18923
2017/5/21 2:30,6430,1942,1990,178,4386,1523,18853
2017/5/21 2:45,6430,1942,1990,142,4417,1553,17798
2017/5/21 3:00,6564,1942,1954,142,4538,1553,17938
2017/5/21 3:15,6564,2009,1990,142,4538,1584,17446
2017/5/21 3:30,6497,2009,2025,178,4447,1553,17165
2017/5/21 3:45,6497,1942,2061,142,4447,1523,16813
2017/5/21 4:00,6564,2009,2061,142,4447,1462,16672
2017/5/21 4:15,6832,2210,2239,249,4599,1553,16461
2017/5/21 4:30,6899,1942,2985,213,4538,1553,16321
2017/5/21 4:45,8908,2679,3944,640,4843,1614,16602
2017/5/21 5:00,9846,2813,4548,711,5026,1584,16883
2017/5/21 5:15,11454,3416,5934,1635,5483,1675,16180
2017/5/21 5:30,11721,3751,6005,1492,5665,1828,16250
2017/5/21 5:45,8038,2612,5082,888,3290,1157,15898
2017/5/21 6:00,6497,2210,3873,1350,3198,1279,15476
2017/5/21 6:15,5827,2344,2452,782,2985,1218,15898
2017/5/21 6:30,4689,2411,2310,1137,2589,1157,16532
2017/5/21 6:45,3483,2076,817,888,2772,1218,16602
2017/5/21 7:00,4488,2478,1492,853,2863,1310,16672
2017/5/21 7:15,3550,2478,-391,817,3076,1432,17024
2017/5/21 7:30,3885,2545,2132,853,2924,1614,16461
2017/5/21 7:45,3349,2478,533,853,2772,1401,16672
2017/5/21 8:00,-2009,2277,-4584,569,2680,1310,17868
2017/5/21 8:15,-1340,2344,-4371,782,2802,1340,17376
2017/5/21 8:30,-4354,2947,-7782,1066,2924,1523,17376
2017/5/21 8:45,-6430,3081,-9417,1279,2985,1523,17376
2017/5/21 9:00,-7234,2679,-10838,924,2985,1523,17727
2017/5/21 9:15,-8640,2813,-12260,1031,3015,1584,17868
2017/5/21 9:30,-7502,2880,-11122,1137,3411,1675,18361
2017/5/21 9:45,-9779,3148,-12899,604,3259,1553,18220
2017/5/21 10:00,-9444,2947,-13112,995,3472,1553,18501
2017/5/21 10:15,-10583,3215,-13681,1279,3411,1492,18923
2017/5/21 10:30,-10114,3148,-13823,1386,3655,1462,18994
2017/5/21 10:45,-10181,3349,-13645,1066,3868,1462,19205
2017/5/21 11:00,-9109,3617,-12189,604,3686,1401,19416
2017/5/21 11:15,-2009,2143,-4406,817,3229,1310,19627
2017/5/21 11:30,-11989,2679,-15458,1137,2924,1279,19768
2017/5/21 11:45,-12592,2411,-15778,604,2680,1279,20190
2017/5/21 12:45,-5827,2277,-8671,853,2650,1371,20682
2017/5/21 13:15,-12257,2478,-15600,1102,2741,1371,21245
2017/5/21 13:30,-12860,2813,-15955,1244,2619,1371,22159
2017/5/21 14:00,-12190,3014,-15067,995,2559,1371,22441
2017/5/21 14:15,-11521,2411,-14143,746,2741,1432,21878
2017/5/21 14:30,-10114,2545,-13326,924,2589,1340,22300
2017/5/21 14:45,-10717,2545,-12544,995,2345,1157,22933
2017/5/21 15:00,-9109,2545,-11407,853,2528,1279,23496
2017/5/21 15:15,-7703,2344,-10874,533,2559,1340,23285
2017/5/21 15:30,-7234,2076,-9452,782,2437,1157,23285
2017/5/21 15:45,-6296,2344,-8066,746,2406,1218,23285
2017/5/21 16:00,-4220,2277,-6752,640,2559,1188,23707
2017/5/21 16:15,-2411,2009,-5046,640,2741,1249,23496
2017/5/21 16:30,-134,2076,-2843,675,2985,1249,23074
2017/5/21 16:45,469,2009,-1741,711,3015,1249,22792
2017/5/21 17:00,1808,2009,-1208,640,2985,1188,22441
2017/5/21 17:15,2880,2076,142,746,2772,1157,22230
2017/5/21 17:30,4354,2076,1350,746,2955,1127,22019
2017/5/21 17:45,5157,1942,2239,675,2863,1036,21737
2017/5/21 18:00,5425,1942,2594,711,2863,1066,22159
2017/5/21 18:15,5358,1875,2878,640,2528,944,22300
2017/5/21 18:30,5626,1875,3234,675,2284,1005,21737
2017/5/21 18:45,6095,1674,3660,604,2406,792,21737
2017/5/21 19:00,6497,1741,3909,604,2559,944,21667
2017/5/21 19:15,6497,1674,3944,569,2467,883,21385
2017/5/21 19:30,6631,1741,4087,604,2619,883,21385
2017/5/21 19:45,6966,1808,4122,569,2680,1036,20823
2017/5/21 20:00,7100,1808,4158,533,2772,975,20752
2017/5/21 20:15,6832,1674,4051,426,3046,1066,20823
2017/5/21 20:30,6631,1808,3980,426,2924,1249,20330
2017/5/21 20:45,6497,1674,3731,391,2711,1279,20260
2017/5/21 21:00,6162,1741,3625,426,2498,944,19768
2017/5/21 21:15,5894,1608,3482,391,2376,1127,19697
2017/5/21 21:30,5626,1541,3305,391,2711,1097,19627
2017/5/21 21:45,5693,1674,3127,355,2589,1066,19556
2017/5/21 22:00,6296,1608,3020,391,2650,1249,19275
2017/5/21 22:15,6296,1942,2878,640,2498,1036,19134
2017/5/21 22:30,6363,1942,3873,711,2437,1127,18994
2017/5/21 22:45,5291,2009,2665,675,2528,1066,18853
2017/5/21 23:00,6229,2009,3660,640,2589,1097,18712
2017/5/21 23:15,6028,2076,3518,604,2589,1188,18431
2017/5/21 23:30,5894,2009,3553,711,2376,1127,18361
2017/5/21 23:45,5157,1942,2416,284,2467,1066,18290
2017/5/22 0:00,4622,1541,2381,320,2163,1127,18009
2017/5/22 0:15,4488,1407,2310,284,2437,1005,17938
2017/5/22 0:30,4689,1674,2345,497,2254,1066,17727
2017/5/22 0:45,4555,1741,2487,533,2071,914,17446
2017/5/22 1:00,4756,1808,2559,533,2193,944,17587
2017/5/22 1:15,5224,1808,3127,569,2132,1066,17446
2017/5/22 1:30,5023,1674,3020,533,1980,975,17376
2017/5/22 1:45,4957,1674,2914,497,1949,1005,17305
2017/5/22 2:00,5023,1741,2914,497,2041,1036,17305
2017/5/22 2:15,5224,1875,3163,640,2224,1066,16672
2017/5/22 2:30,5090,1875,3092,569,2071,1036,16743
2017/5/22 2:45,5090,1541,3020,284,2224,1036,16743
2017/5/22 3:00,5224,1808,2949,533,2284,1036,16602
2017/5/22 3:15,5224,1808,3127,604,2163,1036,16250
2017/5/22 3:30,4354,1808,2487,569,1949,975,16180
2017/5/22 3:45,4957,1674,2985,533,1949,914,16109
2017/5/22 4:00,5358,1741,3198,604,2102,1218,15969
2017/5/22 4:15,5559,1875,3234,604,2315,975,15828
2017/5/22 4:30,5626,1741,3234,497,2345,975,16250
2017/5/22 4:45,6698,2411,4300,1066,2528,1005,16250
2017/5/22 5:00,7569,2143,4797,853,2741,1310,16250
2017/5/22 5:15,8038,2009,5010,782,2894,1157,15898
2017/5/22 5:30,7971,2210,5224,853,3320,1218,15758
2017/5/22 5:45,8573,2679,5117,1031,3381,1279,15758
2017/5/22 6:00,7904,2344,4371,1208,3411,1401,15617
2017/5/22 6:15,6095,2344,3198,711,3076,1279,15195
2017/5/22 6:30,6296,2679,2985,995,3259,1492,15547
2017/5/22 6:45,4555,2411,1279,711,3533,1553,15547
2017/5/22 7:00,4421,2344,853,1031,3259,1462,15898
2017/5/22 7:15,2612,2947,-462,1137,3259,1584,16180
2017/5/22 7:30,1139,2813,-2594,1031,3472,1584,16602
2017/5/22 7:45,2277,2478,-1173,746,3411,1553,17024
2017/5/22 8:00,-1206,2880,-4442,817,2985,1371,16813
2017/5/22 8:15,-1072,2411,-5401,959,2833,1371,16954
2017/5/22 8:30,-2746,2478,-6254,995,2955,1340,17165
2017/5/22 8:45,-3952,2009,-7071,497,2833,1340,17165
2017/5/22 9:00,-4622,2344,-8031,462,2955,1432,17305
2017/5/22 9:15,-7368,2478,-11620,569,2894,1432,17727
2017/5/22 9:30,-8239,2411,-11762,995,3015,1432,17798
2017/5/22 9:45,-7837,2880,-10234,959,3290,1462,18009
2017/5/22 10:00,-8239,2679,-11869,604,3290,1432,18079
2017/5/22 10:15,-10382,2947,-13397,995,3229,1340,18361
2017/5/22 10:30,-9645,3081,-13539,817,3594,1340,18150
2017/5/22 10:45,-9913,3081,-13610,1457,3533,1340,18361
2017/5/22 11:00,-10851,3014,-14356,1137,3290,1157,18994
2017/5/22 11:15,-11387,2880,-14747,1066,3046,1188,19345
2017/5/22 11:30,-12123,2813,-15280,1173,2863,1218,19134
2017/5/22 11:45,-13262,2947,-15813,675,2650,1249,19627
2017/5/22 13:00,-13262,5626,-16133,3553,2619,1218,21808
2017/5/22 13:30,-12860,2545,-15031,924,2498,1188,22511
2017/5/22 13:45,-11922,2411,-14854,959,2345,1218,23144
2017/5/22 14:00,-8506,2210,-11265,462,2345,1066,23988
2017/5/22 14:15,-10985,2277,-12899,888,2406,1066,23496
2017/5/22 14:30,-5023,1875,-8564,497,2559,1157,23496
2017/5/22 14:45,-9779,2344,-12366,1066,2498,1157,24340
2017/5/22 15:00,-8172,2545,-11087,782,2650,1249,24903
2017/5/22 15:15,-3349,1808,-6503,569,2559,1188,25606
2017/5/22 15:30,-4890,2076,-7960,675,2650,1218,25747
2017/5/22 15:45,-2880,1942,-6183,569,2741,1249,24410
2017/5/22 16:00,-2813,2076,-5792,640,2650,1249,25395
2017/5/22 16:15,-1206,2009,-4335,675,2924,1218,24762
2017/5/22 16:30,-134,2009,-2345,746,2924,1249,24410
2017/5/22 16:45,2210,1875,-36,533,2985,1279,24551
2017/5/22 17:00,4488,2009,1528,675,3015,1310,24481
2017/5/22 17:15,4555,1674,3198,746,2071,853,24621
2017/5/22 17:30,3148,1072,2665,959,609,152,24129
2017/5/22 17:45,3081,938,2381,569,670,183,24129
2017/5/22 18:00,4220,1005,3589,640,640,152,24270
2017/5/22 18:15,4488,1005,3873,604,609,152,24129
2017/5/22 18:30,4890,1005,4264,640,548,152,24059
2017/5/22 18:45,4689,938,4051,533,640,183,18712
2017/5/22 19:00,4823,871,4122,533,670,183,14351
2017/5/22 19:15,4890,804,4158,426,640,183,13647
2017/5/22 19:30,4823,536,4158,213,640,152,13788
2017/5/22 19:45,4890,603,4015,142,822,213,13788
2017/5/22 20:00,5559,804,3909,107,1614,487,16321
2017/5/22 20:15,5894,1005,3767,36,2376,670,17868
2017/5/22 20:30,6363,1273,3625,71,2680,1127,18290
2017/5/22 20:45,6296,1340,3553,71,2772,1036,18431
2017/5/22 21:00,5961,1340,3447,107,2528,1005,18290
2017/5/22 21:15,5760,1206,3269,36,2376,944,18220
2017/5/22 21:30,5626,1206,3163,36,2437,1066,18501
2017/5/22 21:45,5559,1206,3092,36,2437,1066,18853
2017/5/22 22:00,5358,1206,3340,36,2345,1005,19416
2017/5/22 22:15,5894,1407,3553,142,2376,1005,19416
2017/5/22 22:30,6430,1674,3767,320,2589,1097,18712
2017/5/22 22:45,5157,1608,2914,284,2589,1097,18431
2017/5/22 23:00,5224,1608,2559,320,2376,1097,18572
2017/5/22 23:15,8306,2210,3198,249,4995,1614,18712
2017/5/22 23:30,8439,2277,3482,320,4873,1645,18572
2017/5/22 23:45,8372,2277,3411,284,4995,1706,18150
2017/5/23 0:00,7770,2009,2772,249,4691,1614,18290
2017/5/23 0:15,8908,2746,4264,569,4660,1675,18220
2017/5/23 0:30,9377,3014,4691,888,4660,1645,18150
2017/5/23 0:45,8439,2746,3909,782,4538,1645,18220
2017/5/23 1:00,7569,2411,2914,107,4660,1645,18220
2017/5/23 1:15,8372,2411,3660,426,4752,1675,18431
2017/5/23 1:30,8439,2545,3873,569,4569,1584,18642
2017/5/23 1:45,8306,2545,3731,497,4538,1645,18853
2017/5/23 2:00,7234,2076,3376,533,4386,1614,18853
2017/5/23 2:15,7636,2277,3340,533,4569,1553,19064
2017/5/23 2:30,8239,2478,3767,497,4477,1553,19064
2017/5/23 2:45,8372,2411,3767,533,4569,1553,19345
2017/5/23 3:00,7234,2009,3234,142,4417,1584,19627
2017/5/23 3:15,8239,2478,3802,569,4386,1553,19556
2017/5/23 3:30,8372,2545,3873,569,4447,1553,19768
2017/5/23 3:45,4354,1541,3092,249,2193,1066,19768
2017/5/23 4:00,5827,1674,3767,497,2071,1036,19345
2017/5/23 4:15,8573,2344,3980,569,4630,1706,18994
2017/5/23 4:30,8038,2277,3838,284,4721,1645,18642
2017/5/23 4:45,8908,2411,4015,497,4904,1675,17305
2017/5/23 5:00,9377,2478,4300,497,5056,1614,18220
2017/5/23 5:15,9980,2545,4620,497,5391,1706,17938
2017/5/23 5:30,9243,2679,4229,675,5330,1553,14421
2017/5/23 5:45,9645,2009,4406,426,5452,1706,14632
2017/5/23 6:00,10047,2545,4904,569,5208,1523,14351
2017/5/23 6:15,9377,2545,4051,355,5544,1736,15406
2017/5/23 6:30,10047,2880,4442,426,5178,1553,16321
2017/5/23 6:45,6698,1875,3447,817,3015,1157,15617
2017/5/23 7:00,5894,1875,3020,462,2833,1218,15828
2017/5/23 7:15,4823,1674,3092,284,2559,1097,16109
2017/5/23 7:30,5157,1741,2701,533,2437,1005,15969
2017/5/23 7:45,5157,1674,2878,533,2224,944,15336
2017/5/23 8:00,4689,1541,2310,320,2284,1005,11959
2017/5/23 8:15,4555,1474,2132,284,2467,1005,11115
2017/5/23 8:30,4555,1608,2203,497,2345,1036,10904
2017/5/23 8:45,4756,1608,2452,604,2315,1005,11044
2017/5/23 9:00,4689,2076,2203,675,2376,1036,10974
2017/5/23 9:15,4890,1942,2665,604,2224,1097,10763
2017/5/23 9:30,5559,2009,3234,675,2284,1066,10552
2017/5/23 9:45,3885,2009,2025,746,2376,1036,10622
2017/5/23 10:00,5492,1875,2949,711,2467,1036,10341
2017/5/23 10:15,6162,2009,3198,675,2863,1066,12100
2017/5/23 10:30,5224,1875,2310,675,2863,914,13788
2017/5/23 10:45,5492,1741,2807,604,2680,914,11185
2017/5/23 11:00,5224,1608,2665,533,2589,883,10271
2017/5/23 11:15,1474,1407,-746,391,2254,853,10833
2017/5/23 11:30,2143,1407,924,355,2132,914,12029
2017/5/23 11:45,2880,1273,995,249,1858,853,13858
2017/5/23 12:00,2411,1206,462,142,1949,914,14351
2017/5/23 12:15,3952,1273,1990,249,1949,944,14984
2017/5/23 12:30,3751,1206,1954,249,1706,792,14421
2017/5/23 12:45,3818,1407,1990,320,1767,883,14069
2017/5/23 13:00,3818,1407,1741,284,1919,883,12944
2017/5/23 13:15,3952,1541,2168,462,1675,883,9778
2017/5/23 13:30,2813,1407,959,320,1767,914,9497
2017/5/23 13:45,2344,1273,640,284,1767,853,9004
2017/5/23 14:00,2880,1340,1137,320,1706,853,10482
2017/5/23 14:15,2344,1273,1350,249,1614,853,12240
2017/5/23 14:30,2210,1340,213,462,1523,761,12733
2017/5/23 14:45,2813,1273,1244,284,1553,731,12381
2017/5/23 15:00,2746,1206,1208,320,1523,670,11467
2017/5/23 15:15,3349,1273,1812,391,1553,670,10341
2017/5/23 15:30,2344,1072,782,320,1523,609,9426
2017/5/23 15:45,1875,1139,249,320,1553,670,8864
2017/5/23 16:00,3751,1340,1954,426,1828,761,9919
2017/5/23 16:15,4086,1206,1848,320,2132,731,9426
2017/5/23 16:30,4555,1273,2168,284,2193,731,11326
2017/5/23 16:45,5224,1474,2736,426,2528,853,13225
2017/5/23 17:00,5425,1474,2914,426,2559,853,13155
2017/5/23 17:15,5492,1340,2772,320,2680,853,11537
2017/5/23 17:30,5760,1407,3127,604,2619,853,12240
2017/5/23 17:45,5224,1273,2807,249,2467,853,13929
2017/5/23 18:00,5358,1340,2878,249,2619,822,14632
2017/5/23 18:15,5425,1340,3163,284,2345,883,14280
2017/5/23 18:30,5559,1407,3234,284,2193,853,13929
2017/5/23 18:45,5492,1407,3198,284,2254,883,14140
2017/5/23 19:00,5626,1407,3127,284,2315,883,14491
2017/5/23 19:15,5559,1407,3127,249,2467,944,14421
2017/5/23 19:30,5894,1407,3340,249,2559,944,14632
2017/5/23 19:45,5827,1407,3198,249,2589,975,14140
2017/5/23 20:00,5760,1474,3092,213,2619,1097,13788
2017/5/23 20:15,5425,1407,3020,213,2376,883,13788
2017/5/23 20:30,5358,1407,3020,213,2376,853,14280
2017/5/23 20:45,5090,1206,2878,107,2498,975,14421
2017/5/23 21:00,5224,1273,2807,71,2619,914,14351
2017/5/23 21:15,5157,1407,2701,107,2284,1036,14773
2017/5/23 21:30,4957,1340,2523,71,2376,1066,14351
2017/5/23 21:45,4689,1273,2416,71,2193,1005,13718
2017/5/23 22:00,4488,1273,2310,71,2071,1279,13225
2017/5/23 22:15,4287,1206,2168,36,2193,1036,11889
2017/5/23 22:30,4488,1273,2168,36,2284,975,12029
2017/5/23 22:45,4555,1340,2132,71,2437,1097,12029
2017/5/23 23:00,4287,1273,2097,71,2193,1005,12381
2017/5/23 23:15,4220,1206,2061,36,2437,1036,12240
2017/5/23 23:30,4287,1273,1954,36,2528,1036,12240
2017/5/23 23:45,3818,1139,1812,0,1949,1005,12944
2017/5/24 0:00,3751,1139,1777,0,1858,975,12592
2017/5/24 0:15,3617,1005,1741,0,1706,822,12733
2017/5/24 0:30,3617,1005,1777,0,1736,883,13788
2017/5/24 0:45,3550,1005,1706,0,1767,853,14210
2017/5/24 1:00,3483,938,1706,0,1736,822,13366
2017/5/24 1:15,3550,1005,1670,0,1919,822,13647
2017/5/24 1:30,3483,1005,1670,0,1736,822,14069
2017/5/24 1:45,3215,938,1670,0,1614,822,13647
2017/5/24 2:00,3349,938,1670,0,1675,853,13577
2017/5/24 2:15,3483,1005,1670,0,2254,883,13718
2017/5/24 2:30,3550,1139,1670,0,1828,975,14351
2017/5/24 2:45,3550,1139,1635,0,1858,975,14562
2017/5/24 3:00,3483,1139,1635,0,1828,944,13718
2017/5/24 3:15,3617,1139,1670,0,1888,1005,13858
2017/5/24 3:30,3751,1206,1741,36,1919,1005,13718
2017/5/24 3:45,3684,1139,1706,0,1919,1005,14351
2017/5/24 4:00,3617,1139,1706,0,1919,975,13507
2017/5/24 4:15,3885,1139,1812,0,2071,944,13718
2017/5/24 4:30,3818,1005,1883,0,1858,853,13577
2017/5/24 4:45,4220,1005,2097,0,2132,914,12944
2017/5/24 5:00,4622,1005,2523,0,2071,822,12029
2017/5/24 5:15,5425,1072,2985,0,2315,792,12592
2017/5/24 5:30,5760,1072,3269,71,2528,822,13436
2017/5/24 5:45,5693,1072,3198,107,2437,731,13085
2017/5/24 6:00,6899,2411,4655,1492,2437,731,13366
2017/5/24 6:15,7502,2344,4975,1208,2224,701,13225
2017/5/24 6:30,7502,2612,4833,1173,2224,761,13507
2017/5/24 6:45,7301,2210,4371,782,2193,761,13999
2017/5/24 7:00,7100,2009,4477,1244,2163,822,14280
2017/5/24 7:15,6899,2411,4797,1279,2071,822,14280
2017/5/24 7:30,6631,2947,3660,1848,1949,761,13858
2017/5/24 7:45,4689,2076,1919,1386,1980,822,13718
2017/5/24 8:00,3014,2545,1208,1173,1980,822,14351
2017/5/24 8:15,402,2880,-1386,995,1949,761,14703
2017/5/24 8:30,-4823,2813,-7569,1279,2224,975,15125
2017/5/24 8:45,-5894,2411,-8493,1315,2041,1005,15265
2017/5/24 9:00,2947,2947,142,1173,2163,1005,14914
2017/5/24 9:15,-10650,3148,-12828,995,2163,975,15195
2017/5/24 9:30,-7502,2947,-10767,1386,2284,1036,15195
2017/5/24 9:45,-7033,2880,-9026,853,2132,975,14843
2017/5/24 10:00,-12391,3081,-15245,1706,2284,975,15054
2017/5/24 10:15,-10784,3550,-14463,1528,2680,1127,15476
2017/5/24 10:30,-11855,3148,-14747,1777,2650,1188,15617
2017/5/24 10:45,-12324,3684,-15280,1954,2650,975,15969
2017/5/24 11:00,-13128,3550,-15991,1706,2680,883,16250
2017/5/24 11:45,-11387,3818,-13930,2203,2284,944,16532
2017/5/24 12:15,-8707,2813,-10376,1777,2071,1005,16391
2017/5/24 13:00,-12860,3550,-15955,1812,2132,975,17165
2017/5/24 13:30,-13463,3617,-15813,1706,1980,944,17798
2017/5/24 13:45,-1206,1674,-2772,1670,1767,853,17516
2017/5/24 14:00,-9913,3282,-11300,2203,1645,822,18923
2017/5/24 14:15,-6832,2545,-8777,1386,1706,822,18290
2017/5/24 14:30,-4220,1875,-5792,995,1614,731,18501
2017/5/24 15:00,-5358,2679,-6787,1492,1614,731,20471
2017/5/24 15:15,-3952,1741,-5934,995,1767,853,20119
2017/5/24 15:30,-2612,1407,-4762,391,1919,914,19205
2017/5/24 15:45,-1608,1541,-4158,497,1767,944,19134
2017/5/24 16:00,-603,1541,-3802,462,2467,1005,19275
2017/5/24 16:15,-871,1808,-3482,604,2284,1066,19556
2017/5/24 16:30,3550,1674,1137,533,2376,1036,18290
2017/5/24 16:45,4220,1674,1883,569,2437,1097,17868
2017/5/24 17:00,5157,1875,2630,675,2863,1218,17727
2017/5/24 17:15,6564,2009,3909,640,2863,1279,18290
2017/5/24 17:30,7703,2277,4655,746,3259,1097,18501
2017/5/24 17:45,8172,2143,5117,711,3046,1218,18572
2017/5/24 18:00,5090,1072,2132,-320,2985,1157,18361
2017/5/24 18:15,5425,335,2736,-817,2559,1005,18572
2017/5/24 18:30,5559,938,2949,-178,2680,1066,18572
2017/5/24 18:45,5760,1005,3163,-178,2619,1066,17657
2017/5/24 19:00,6296,938,3589,-178,2650,1097,17657
2017/5/24 19:15,6095,938,3553,-178,2619,1036,17235
2017/5/24 19:30,6631,1005,3731,-178,2894,1127,17587
2017/5/24 19:45,6698,1005,3767,-213,3229,914,17305
2017/5/24 20:00,6765,1072,3802,-249,2711,914,17094
2017/5/24 20:15,6497,938,3767,-249,2650,1188,17305
2017/5/24 20:30,6296,938,3660,-249,2559,1066,17094
2017/5/24 20:45,6095,938,3234,-249,2650,914,16672
2017/5/24 21:00,6095,938,3447,-142,2559,1127,16743
2017/5/24 21:15,6430,1608,3802,355,2467,975,16813
2017/5/24 21:30,6229,1273,3625,320,2437,1066,16954
2017/5/24 21:45,5693,1674,3163,355,2193,914,17094
2017/5/24 22:00,5760,1674,3411,178,1980,944,16813
2017/5/24 22:15,5157,1674,3305,249,2132,914,16602
2017/5/24 22:30,5224,1808,3092,355,2224,1157,16672
2017/5/24 22:45,5023,1072,2949,178,2254,1036,16180
2017/5/24 23:00,5090,1741,2914,320,2406,975,16109
2017/5/24 23:15,7301,1674,2736,36,4477,1614,16532
2017/5/24 23:30,7167,1674,3020,142,4630,1401,16461
2017/5/24 23:45,6966,1741,2914,142,4660,1401,16321
2017/5/25 0:00,8707,2813,3802,497,4538,1553,16109
2017/5/25 0:15,7636,2478,3411,426,4508,1675,16180
2017/5/25 0:30,8172,2344,3518,462,4386,1553,16250
2017/5/25 0:45,8172,2411,3802,569,4264,1492,16461
2017/5/25 1:00,8239,2478,3660,391,4356,1492,16250
2017/5/25 1:15,8239,2478,3411,391,4508,1614,16250
2017/5/25 1:30,8172,2478,3092,391,4538,1523,15617
2017/5/25 1:45,7636,2411,2949,533,4386,1492,15898
2017/5/25 2:00,8105,2679,3376,497,4386,1553,15758
